ParsedText,FollowersLog,LikesLog,RetweetsLog,Urgency,Credibility
israel exterminating human being north gaza jabaliya right world intervening stopping,9.935034668034257,4.382026634673881,3.2580965380214817,32,21
created wage war live peace ever since wzo first organised jewish immigration began 1919 third aliyah 1919 1923 immigrant understand semitic mentality palestinian lebanese would,11.969305462546497,4.356708826689592,3.1354942159291497,0,28
light israel invasion syria remember golan height occupied syrian land assad lack response hate break folk never axis resistance palestine always even darkest hour,8.185907481482324,3.8501476017100584,2.5649493574615367,2,14
hope israel stop playing nice get rid palestine already dragging im bored,8.994916943677111,2.772588722239781,0.6931471805599453,0,10
breaking hezbollah dominate israel hezbollah fighter targeted 03 45 sunday 10 13 2024 explosive device force enemy soldier clashed tried infiltrate town ramyeh killing wounding,13.311233445816047,6.218600119691729,4.787491742782046,31,63
breaking nbc report senior u official believe israel target iranian state facility oil infrastructure retaliatory strike,14.882901493118057,7.862497197230544,6.218600119691729,30,91
friend mine texted decided read israel palestine sympathizes zionist perspective wanted see could tell palestinian side learn anyone shorter format resouces 1,10.125550520230092,6.432940092739179,1.3862943611198906,1,34
america run world israel hold power arab muslim deceived arab muslim need wake israel continue slaughter palestine saudi arabia wake araaabs,9.090204570736201,2.8903717578961645,1.3862943611198906,2,18
palestine right free israel,12.089010599898007,8.37539918579835,6.933423025730715,0,15
israeli airstrikes target hezbollah asset town khiam southern lebanon,12.735196824866875,6.102558594613568,4.127134385045092,40,41
listening historian ilan papp shed light collective darkness wisdom leaning empathy everyone read work listen historically informed analysis israel amp palestine one year war gaza ilan papp tmr,10.456280115123425,5.272999558563747,4.110873864173311,0,14
let crystal fucking clear mass rape perpetrated one side one side last 7 decade palestine side israel rape rape rape men woman child fuck israel zionist still talking october 7,11.438255796633198,8.239065331769268,7.226936018493289,0,24
breaking n12 israel finalized decision regarding scale target retaliation iran,10.344094553889349,5.3706380281276624,3.6375861597263857,24,24
breaking u considering deploying 3 billion thaad air defense battery israel enhancing defense long range ballistic missile,14.882900805308585,8.163086375583214,6.364750756851911,41,92
breaking sir keir starmer condemned unifil soldier hit israel chemical weapon x,12.456718517043466,6.519147287940395,5.225746673713201,12,28
someone tldr palestine israel major news last day thanks,7.180069874302796,3.2188758248682006,0.0,0,2
interception haifa area tomorrow might harsh day hezbollah,7.983098940710892,3.295836866004329,1.3862943611198906,56,12
breaking bad day israel going worst day idf since october 7th reportedly 115 casualty hezbollah attack since morning drone struck base south haifa causing possibly 70 casualty alone idf eating,7.179307969504034,2.833213344056216,2.0794415416798357,69,4
breaking israel bombed father school al nusairat camp spent past 20 year teaching kid art killing 3 wounding others,9.539284342176604,6.356107660695891,5.934894195619588,14,18
breaking french president emmanuel macron discussed ceasefire hezbollah israel iran president masoud pezeshkian pezeshkian called macron work zionist regime macron recognize 10000 rocket support ceasefire,12.39254806308659,5.910796644040527,4.219507705176107,18,63
breaking biden administration planning send advanced antimissile system israel along american troop operate u official tell wall street journal,14.458755581319636,6.731018100482083,4.74493212836325,24,97
breaking united state military deployed personnel israel,10.455992403293607,2.6390573296152584,0.0,48,25
would surprised israel attack iran tonight,9.560926818574357,5.598421958998374,3.3672958299864737,15,9
breaking iran informed united state retaliate new attack israel,14.387066774402179,6.762729506931879,4.634728988229636,18,98
breaking u deploys military personnel israel,11.782135474532273,6.186208623900494,3.58351893845611,45,67
breaking news lebanese uav crashed binyamina israel wounding least 40 people 4 critically injured alarm activated helicopter evacuated wounded hospital developing story,10.080419612045644,3.828641396489095,2.995732273553991,51,31
snp expelled socially conservative mp believe israel committing genocide palestinian expelled absolutely zero msps incompetent governance scotland snp palestine first scotland last,8.735364401103888,2.772588722239781,0.6931471805599453,1,9
breaking israel army say fire tank collided un lebanon post afp,12.854434257812358,5.497168225293201,4.1588830833596715,39,59
breaking u deploys military personnel israel,12.838888442525144,8.463159302923751,7.388946097618437,47,62
breaking news happened israel join space,9.302007560502005,3.1780538303479453,1.3862943611198906,2,13
france coppola post pretty good post palestine israel btw,9.840973647146885,3.2188758248682006,0.6931471805599453,0,13
breaking report explosive drone attack binyamina area israel multiple people injured red alert activated attack developing story,12.769176628348168,4.812184355372417,3.6635616461296463,61,72
breaking least 15 injured seriously uav hit near binyamina israel,9.237079669165803,2.3978952727983707,1.6094379124341003,56,24
breaking direction potus secretary austin authorized deployment terminal high altitude area defense thaad battery associated crew u military personnel israel centcom,12.46560598362725,4.356708826689592,2.70805020110221,37,79
recent breaking news serious incident south haifa direct hit hezbollah drone israel respond hold,10.97661107843707,2.3978952727983707,0.6931471805599453,32,29
iran bomb military base israel israel reply attacking defenseless civilian beirut hezbollah bomb military base haifa israel reply attacking defenseless displaced civilian gaza coward bully,9.560715513766386,4.804021044733257,3.4339872044851463,2,13
logging seen cannot see palestine free israel held accountable lifetime next,9.385972940619341,4.430816798843313,2.3978952727983707,0,11
iran foreign minister abbas araqchi warned sunday united state putting life troop risk deploying operate u missile system israel reuters report,11.141470402652045,4.204692619390966,2.70805020110221,32,59
breaking news according israel using chemical weapon un peacekeeper another heinous war crime,11.397772717072101,5.220355825078324,4.406719247264253,25,56
breaking hezbollah drone attack army base kill 4 israeli soldier dozen injured one bloodiest attack israel since war started cnn report,12.854570203037099,5.288267030694535,4.219507705176107,62,88
israel decided confiscate headquarters un agency palestine refugee unrwa sheikh jarrah neighborhood east jerusalem occupied west bank build illegal settlement unit site according medium report according information,10.541650424763313,3.9702919135521215,3.8066624897703196,11,34
breaking american journalist jeremy loffredo could potentially face life prison even death penalty reporting israel prosecutor claim journalism amounted aiding enemy wartime,11.442749751344111,4.2484952420493585,3.6635616461296463,11,41
library go replaced northern ireland section fucking israel adn palestine conflict ogh god im actually going km,7.065613363597717,3.0910424533583156,0.0,0,5
feeling kamala harris loses election becomes private citizen bill clinton thing israel palestine talk avoid alienating rich people,11.857124912507178,2.995732273553991,0.6931471805599453,0,12
breaking u send advanced anti missile system troop israel highly unusual deployment meant bolster country air defense following missile attack iran apart u asian power india also provided diplomatic cover israel refusing,12.489520767449893,5.327876168789581,3.988984046564274,42,69
anti zionist jew make fucking angry conversation family israel objectively evil like well side need stop one side palestine fighting back israel killing,7.51479976048867,2.995732273553991,0.6931471805599453,0,9
israel start nation propaganda phrase movement often resolve around occupation testing weapon surveillance palestinian safe bet say israeli opinion piece pushing message 10 1000 killed palestine lebanon,10.67968828823136,3.4011973816621555,2.4849066497880004,0,21
breaking horrific sight yet gaza people burning alive tent al aqsa hospital israel bombed man woman little girl captured burning alive israel bombed tent sheltering displaced civilian courtyard al aqsa martyr,12.921824895423812,6.486160788944089,5.549076084895219,22,42
way israel repeatedly bombing hospital palestine without slightest concern international medical community absolute insult collective humanity freedom healthcare worker,10.511893504640982,6.05443934626937,5.153291594497778,10,19
video unbearable scream people life worth little literally need record man burning alive people believe u ya allah yil3an israel may never know peace life next free palestine,9.233470789365036,2.772588722239781,1.791759469228055,11,11
allah send ordained punishment upon israel monstrous people amp protect palestine evil zionist,8.872487182278038,2.5649493574615367,0.0,1,7
one thing israel palestine conflict clearly revealing international law war extended policing action type convention enables past prime,7.79934339821592,2.8903717578961645,1.0986122886681096,0,2
china launch military drill around taiwan sending plane ship encircle island according beijing defense ministry purpose test joint operation capability theater command troop afp,7.984121958702927,2.3978952727983707,1.0986122886681096,5,6
breakingusa deploy troop israel operate missile defense system united state boot ground putting israel foreign nation opinion america buisness getting involved risk american life war,8.419580362549237,2.3978952727983707,0.0,38,6
good article hezbollah hear good done hezbollah defending lebanon palestine israel also hear atrocity committed hezbollah pushed enter syrian war iran primarily advance iran geopolitical,11.992669006893175,4.290459441148391,2.0794415416798357,0,22
reason israel palestine issue black white israel terrorist state could easily build strong impenetratable border palestine wanted heck even egypt palestenian enter egypt unless egypt,9.854507370314408,4.143134726391533,2.3025850929940455,1,17
breaking 40 mp called uk government impose sanction israel repeated violation international law palestine motion come spanish amp irish government week urged eu suspend bloc free trade agreement israel,10.997957942036901,6.118097198041347,5.220355825078324,16,27
israel burning palestine child alive un something palestine kid matter,10.75304001226021,4.04305126783455,2.772588722239781,4,7
asymmetric war sure 2024 israel get genocide comfort recent development israel burn palestine south lebanon north israeli army rocket launched lebanon towards tel aviv israeli channel 12 el al,12.698834090023182,5.075173815233827,3.6109179126442243,42,75
telegraph israel considering surrender starve plan northern third gaza strip 400000 people would week leave left seen enemy combatant,10.593755592345229,4.343805421853684,3.3672958299864737,14,21
breaking hezbollah statement range missile increase day day towards depth israel least 3 ballistic missile launched far towards central sector,9.63795828472548,3.2580965380214817,1.791759469228055,31,18
israel bombed camp palestine video child burnt alivethe modern day holocaust happening right front eye,10.512763874058926,3.1354942159291497,0.6931471805599453,9,17
coates take israel palestine surprising oversimplified take prevailed america regarding history honestly right wonder pushback applying zionism,11.057707979914358,4.867534450455582,2.70805020110221,0,18
al mayadeen correspondent two ballastic missile fired lebanon towards israel marking first launch type,11.145810498870537,5.7430031878094825,4.59511985013459,47,32
honestly rare politics morality align closely clearly easy israel heeding call time stop sending weapon breaking law good god,9.485089169016064,5.225746673713201,3.6375861597263857,3,8
criminally discussed element israel palestine clear netanyahu waiting see next president making next move apparently talk trump regularly think talking ceasefire plan,10.402685840061139,6.115892125483033,4.634728988229636,10,10
israel committing crime across palestine jenin deir el ballah regionally towards lebanon regime must stopped immediately failure act international state non state actor mean representative must changed failure,12.091783499128045,5.327876168789581,4.574710978503383,2,42
breaking kamala harris sending u military israel boot ground middle war could lead world war 3,11.927363528766255,6.391917113392602,5.204006687076795,52,62
commenting free palestine post yom kippur sukkot antisemiticcelebrating jewish holiday nothing war gaza lebanon amp iranjews stop practicing faith satisfy troll offended mention judaism israel year,12.39324906505031,5.976350909297934,3.7135720667043075,0,21
take note today helpful reminder support palestine muted hamas openly support narrative claim american homeland illegitimate israel claim gaza city,8.16223106548118,2.9444389791664403,1.0986122886681096,0,3
un human right office appalled israel continued bombing attack part north force trapped ten thousand palestinian including civilian home shelter access food life sustaining,8.760923376338836,4.653960350157523,4.07753744390572,11,6
breaking uk sanction iranian official arming israel committing genocide,9.687133400997965,4.941642422609304,4.025351690735149,9,13
breaking united state put boot ground israel agreeing supply thadd missile system aid war hamas,12.840114518281425,7.497207223203317,6.369900982828227,42,78
nff libya issue dog israel v palestine none give damn black,6.6320017773956295,2.4849066497880004,1.791759469228055,0,2
guy stream cabin look kind quite amish pro israel anti palestine little surprised seemed pretty leftist,9.752083098376895,2.5649493574615367,0.0,0,11
breaking israel plan carry strike iran u election november 5th,11.460252271591408,5.204006687076795,4.189654742026425,39,32
breaking netanyahu tell u israel strike iranian military nuclear oil target official say,14.387105169596008,5.768320995793772,3.6375861597263857,27,97
breaking news washington post netanyahu told biden last conversation israel would attack military infrastructure iran nuclear oil facility,11.23289405144897,4.875197323201151,3.295836866004329,26,75
breaking netanyahu tell u israel strike iranian military nuclear oil target official say washington post,13.079810719483076,4.143134726391533,2.6390573296152584,26,81
breaking washington post netanyahu reportedly told biden israel attack iran nuclear oil facility,11.01435773859974,5.786897381366708,3.6635616461296463,27,60
breaking netanyahu tell u israel strike iranian military nuclear oil target official say washington post,12.855053704538186,6.297109319933935,4.976733742420574,27,79
breaking biden administration sending u troop israel today,12.402301216623401,3.8712010109078907,2.6390573296152584,42,78
never palestine always complete annihilation israel jewish people fooled,12.158876210699198,6.954638864880987,5.111987788356543,3,63
realtimedailynews breaking israeli prime minister netanyahu officially approves plan attack iran p 9 11 false flag attack irak 10 7 false flag attack gaza lebanon iran coordination u israel,9.200693994924377,2.772588722239781,1.0986122886681096,19,18
breaking israeli broadcasting authority israel plan major response hezbollah attack golani brigade camp,14.387105169596008,5.455321115357701,3.3672958299864737,38,97
confirmed israel allowing aid north none allowed since 10 01 24 even dumb as said needed allow last night 27 minute ago iof denied truck wanted enter,8.393442383980062,2.5649493574615367,1.791759469228055,2,9
choice whether support israel palestine choice whether support war crime whether support international law protect u whether choose civilisation side anymore humanity,11.495921717154042,6.970730078143525,5.843544417031359,0,62
channel 12 israel defense minister tell family hostage gaza deal hamas horizon,9.561630845638074,4.330733340286331,3.044522437723423,24,16
white house national security council spokesperson image video appear displaced civilian burning alive following israeli air strike deeply disturbing made concern clear israeli government israel,10.59400628174238,2.995732273553991,2.197224577336219,6,24
horrified israel airstrike killed least 5 child played front afwa amp aafiyah kindergarten city 13 october deeply concerned another strike victim child israeli military must spare civilian including,8.772145439245099,6.920671504248683,6.2878585601617845,10,9
channel 14 israel quoting senior israeli security official response iranian attack strong israel must prepared iranian response,9.561630845638074,3.58351893845611,2.4849066497880004,32,14
kan hebrew channel informed source israel preparing large scale attack lebanon including beirut response targeting golani camp,9.561630845638074,3.912023005428146,2.70805020110221,31,10
breaking israeli pm call unifil stand aside best way assure safety unifil personnel unifil heed israel request amp temporarily get harm way say netanyahu say israel fighting hezbollah unifil people lebanon,10.236919457744461,2.3978952727983707,1.9459101490553132,27,27
feeling episode bill maher podcast bill burr repeatedly humiliates roughly start finish including palestine israel take,8.793915423631676,3.4339872044851463,0.0,0,7
hope live long enough see end israel free palestine,10.05281232064669,3.2188758248682006,2.197224577336219,0,18
israeli prime minister office listen opinion american administration make final decision based israel national interest,10.594131602877955,3.4339872044851463,2.3025850929940455,18,24
hasan asmongold debating israel palestine sound like kind thing satan would force watch repeat burning hell,10.871022577597294,6.278521424165844,4.04305126783455,0,10
x either suspended censored frens positive seeing large account breaking silence everyday overton window moved much siding israel shunned immoral evil took year expose century lie,9.131297164635729,3.737669618283368,2.3978952727983707,0,9
breaking another terrorist attack israelthis time shooting near ashdod two hurt one critical condition want murder jew know condemn try mention world live,12.23062866342606,4.663439094112067,3.526360524616161,69,73
breaking report shooting attack near ashdod southern israel least 2 people injured follow,12.770488324109053,3.4965075614664802,3.044522437723423,70,81
israel security service said suicide bombing attack tel aviv august directed hamas headquarters turkey,10.300180968257168,3.332204510175204,2.3978952727983707,78,31
brianna wu israel burning palestinian child alive gift need need zero international law allow israel commit unfathomable crime impunityperson piece shitbrianna look free palestine crowd violent bigot,12.019092253195453,5.641907070938114,4.356708826689592,3,67
bhosadpill logicisrael palestine war unrelated u brooo need hate palestine brooo bhosadpill moment later israel bad jew bad talmud bad,7.973155433444133,3.2580965380214817,1.3862943611198906,0,2
christian nigeria quick support israel muslim stand palestine yet come fighting country whose passport hold become indifferent allow corrupt politician divide tribalism religion ever wake,9.713053175631623,2.3978952727983707,2.0794415416798357,0,12
israel plan carry strike iran u election november 5th generalmcnews,12.440286692158226,2.833213344056216,0.6931471805599453,59,88
qfs undeniably coming u dolllar domination downfall war russia ukraine relationship russia israel result israel palestine war watch learn needful,8.824236617346639,2.3025850929940455,1.791759469228055,11,5
breaking biden kamala administration threatens impose arm embargo israel following attack iran nuclear oil facility attack hezbollah beirut stop aid north gaza pas law unrwasource,13.497902469189443,6.447305862541213,5.214935757608986,64,89
extremely new york looking guy thickest dialect walked coffee shop talking islam buddy immediately clenched teeth expecting worst wound talking israel palestine isnt religious conflict,10.148236027602723,5.2574953720277815,1.3862943611198906,0,11
kann news israel briefed biden administration general goal planned attack iran specific target source aware detail goal change even 90th minute,10.594833111149445,3.6635616461296463,2.0794415416798357,32,11
breaking joe biden told israel end humanitarian crisis gaza within 30 day impose arm embargo upon hearing news seventeen aipac donor passed x,12.456761322514012,5.568344503761097,4.2626798770413155,59,76
peace coexistence israel palestine logical answer bright vibrant future nobody fight longer focus useful stuff like eradicating poverty fixing environmental problem colonising planet,10.795260156596557,5.293304824724492,2.995732273553991,0,18
say israel palestine complicated topic write guaranteed two people immediately pop reply saying complicated proceed offer completely opposite complicated explanation,9.813891018724371,4.406719247264253,1.6094379124341003,0,12
u state department threatens israel change entry aid resident gaza strip consequence,9.56198267338684,4.060443010546419,1.791759469228055,55,5
u state department still believe israel taking sufficient step avoid harming civilian gaza,9.56198267338684,3.784189633918261,2.3978952727983707,28,11
want hate israel go ahead fine line hating country policy amp people finer line hating people amp anyone religion many free palestine activist crossed,12.393903995497725,5.817111159963204,3.8712010109078907,0,78
convinced israel palestine conflict brushed aside matter brown desert brother war idea asmongold surface easy say based care brown desert savage,7.27931883541462,2.9444389791664403,0.6931471805599453,0,2
breaking news security source foreign network iran respond israeli attack place chosen place iran cannot control according source israel iran way exchanging blow,11.240040046761179,4.624972813284271,3.2188758248682006,38,45
pro palestine rw account running cover israel firebombing hospital,8.062432791583195,3.9702919135521215,1.0986122886681096,0,2
breaking biden administration warns israel boost humanitarian aid gaza risk weapon funding ap,13.888422672508083,5.293304824724492,3.828641396489095,58,95
help wondering whether world response horror inflicted citizen palestine israel would different people pink instead brown whole thing shame every person screaming israel murderous action,8.222285073872717,4.07753744390572,2.3978952727983707,0,3
regardless win israel palestine one thing clear syria getting golan height back,10.318176655171824,4.276666119016055,0.6931471805599453,0,15
summary qassem speech hezbollah deputy secretary naim qassem kicked speech usual fiery rhetoric liberating palestine ridding world threat israel end offering ceasefire return settler heading back,9.192481853674868,3.3672958299864737,1.3862943611198906,2,7
case forgot fuck israel free palestine,10.590516052087896,6.484635235635252,4.189654742026425,0,14
druze golan hieghts colonize israel palestine,8.27614021955846,2.995732273553991,0.0,0,2
genesis israel palestine problem didnt begin middle east began europe antisemitism waa driven nazi germany amp eventually ended holocaust million jew dead many displaced jew victim europe however 1 n,9.221774749601845,2.4849066497880004,1.0986122886681096,0,6
breaking germany say sign israel committing genocide gaza thank know,10.969524995272058,5.971261839790462,3.4657359027997265,11,24
german government give weapon israel see genocide justify targeting civilian persecute pro palestine view amp people arm nazi militia ukraine nazism resurfaced germany amp invading eu,8.854522203757432,4.23410650459726,3.2580965380214817,15,8
may live see downfall israel free palestine,10.05418943494962,4.6913478822291435,3.8712010109078907,0,11
deleted liam payne post say love israel respect soul,8.454040376410969,3.3672958299864737,0.0,0,3
